"fips","MSA","year","population"
"F-37081","GREENSBORO, NC",2010,488406
"F-37083","RURAL",2010,54691
"F-37083","RURAL",2000,57370
"F-37085","RURAL",2010,114678
"F-37085","RURAL",2000,91025
"F-37087","RURAL",2010,59036
"F-37087","RURAL",2000,54033
"F-37089","RURAL",2010,106740
"F-37089","RURAL",2000,89173
"F-37091","RURAL",2000,22601
"F-37091","RURAL",2010,24669
"F-37093","RURAL",2010,46952
"F-37093","RURAL",2000,33646
"F-37095","RURAL",2010,5810
"F-37095","RURAL",2000,5826
"F-37097","RURAL",2010,159437
"F-37097","RURAL",2000,122660
"F-37099","RURAL",2010,40271
"F-37099","RURAL",2000,33121
"F-37101","RALEIGH, NC",2000,121965
"F-37101","RALEIGH, NC",2010,168878
"F-37103","RURAL",2010,10153
"F-37103","RURAL",2000,10381
"F-37105","RURAL",2010,57866
"F-37105","RURAL",2000,49040
"F-37107","RURAL",2010,59495
"F-37107","RURAL",2000,59648
"F-37109","CHARLOTTE, NC",2010,78265
"F-37109","CHARLOTTE, NC",2000,63780
"F-37111","RURAL",2000,42151
"F-37111","RURAL",2010,44996
"F-37113","RURAL",2010,33922
"F-37113","RURAL",2000,29811
"F-37115","ASHEVILLE, NC",2000,19635
"F-37115","ASHEVILLE, NC",2010,20764
"F-37117","RURAL",2000,25593
"F-37117","RURAL",2010,24505
"F-37119","CHARLOTTE, NC",2000,695454
"F-37119","CHARLOTTE, NC",2010,919628
"F-37121","RURAL",2000,15687
"F-37121","RURAL",2010,15579
"F-37123","RURAL",2010,27798
"F-37123","RURAL",2000,26822
"F-37125","RURAL",2000,74769
"F-37125","RURAL",2010,88247
"F-37127","RALEIGH, NC",2000,87420
"F-37127","RALEIGH, NC",2010,95840
"F-37129","WILMINGTON, NC",2000,160307
"F-37129","WILMINGTON, NC",2010,202667
"F-37131","RURAL",2010,22099
"F-37131","RURAL",2000,22086
"F-37133","JACKSONVILLE, NC",2010,177772
"F-37133","JACKSONVILLE, NC",2000,150355
"F-37135","RALEIGH, NC",2000,118227
"F-37135","RALEIGH, NC",2010,133801
"F-37137","RURAL",2010,13144
"F-37137","RURAL",2000,12934
"F-37139","RURAL",2010,40661
"F-37139","RURAL",2000,34897
"F-37141","RURAL",2010,52217
"F-37141","RURAL",2000,41082
"F-37143","RURAL",2000,11368
"F-37143","RURAL",2010,13453
"F-37145","RURAL",2000,35623
"F-37145","RURAL",2010,39464
"F-37147","GREENVILLE, NC",2000,133798
"F-37147","GREENVILLE, NC",2010,168148
"F-37149","RURAL",2000,18324
"F-37149","RURAL",2010,20510
"F-37151","GREENSBORO, NC",2010,141752
"F-37151","GREENSBORO, NC",2000,130454
"F-37153","RURAL",2010,46639
"F-37153","RURAL",2000,46564
"F-37155","RURAL",2000,123339
"F-37155","RURAL",2010,134168
"F-37157","RURAL",2010,93643
"F-37157","RURAL",2000,91928
"F-37159","CHARLOTTE, NC",2000,130340
"F-37159","CHARLOTTE, NC",2010,138428
"F-37161","RURAL",2010,67810
"F-37161","RURAL",2000,62899
"F-37163","RURAL",2010,63431
"F-37163","RURAL",2000,60161
"F-37165","RURAL",2010,36157
"F-37165","RURAL",2000,35998
"F-37167","RURAL",2010,60585
"F-37167","RURAL",2000,58100
"F-37169","GREENSBORO, NC",2010,47401
"F-37169","GREENSBORO, NC",2000,44711
"F-37171","RURAL",2010,73673
"F-37171","RURAL",2000,71219
"F-37173","RURAL",2010,13981
"F-37173","RURAL",2000,12968
"F-37175","RURAL",2010,33090
"F-37175","RURAL",2000,29334
"F-37177","RURAL",2010,4407
"F-37177","RURAL",2000,4149
"F-37179","CHARLOTTE, NC",2000,123677
"F-37179","CHARLOTTE, NC",2010,201292
"F-37181","RURAL",2010,45422
"F-37181","RURAL",2000,42954
"F-37183","RALEIGH, NC",2010,900993
"F-37183","RALEIGH, NC",2000,627846
"F-37185","RURAL",2000,19972
"F-37185","RURAL",2010,20972
"F-37187","RURAL",2010,13228
"F-37187","RURAL",2000,13723
"F-37189","RURAL",2000,42695
"F-37189","RURAL",2010,51079
"F-37191","GOLDSBORO, NC",2000,113329
"F-37191","GOLDSBORO, NC",2010,122623
"F-37193","RURAL",2000,65632
"F-37193","RURAL",2010,69340
"F-37195","RURAL",2010,81234
"F-37195","RURAL",2000,73814
"F-37197","GREENSBORO, NC",2000,36348
"F-37197","GREENSBORO, NC",2010,38406
"F-37199","RURAL",2000,17774
"F-37199","RURAL",2010,17818
"F-38001","RURAL",2010,2343
"F-38001","RURAL",2000,2593
"F-38003","RURAL",2000,11775
"F-38003","RURAL",2010,11066
"F-38005","RURAL",2010,6660
"F-38005","RURAL",2000,6964
"F-38007","RURAL",2010,783
"F-38007","RURAL",2000,888
"F-38009","RURAL",2000,7149
"F-38009","RURAL",2010,6429
"F-38011","RURAL",2000,3242
"F-38011","RURAL",2010,3151
"F-38013","RURAL",2000,2242
"F-38013","RURAL",2010,1968
"F-38015","BISMARCK, ND",2010,81308
"F-38015","BISMARCK, ND",2000,69416
"F-38017","FARGO, ND",2010,149778
"F-38017","FARGO, ND",2000,123138
"F-38019","RURAL",2000,4831
"F-38019","RURAL",2010,3993
"F-38021","RURAL",2000,5757
"F-38021","RURAL",2010,5289
"F-38023","RURAL",2010,2071
"F-38023","RURAL",2000,2283
"F-38025","RURAL",2010,3536
"F-38025","RURAL",2000,3600
"F-38027","RURAL",2000,2757
"F-38027","RURAL",2010,2385
"F-38029","RURAL",2010,3550
"F-38029","RURAL",2000,4331
"F-38031","RURAL",2010,3343
"F-38031","RURAL",2000,3759
"F-38033","RURAL",2010,1680
"F-38033","RURAL",2000,1924
"F-38035","GRAND FORKS, ND",2000,66109
"F-38035","GRAND FORKS, ND",2010,66861
"F-38037","RURAL",2000,2841
"F-38037","RURAL",2010,2394
"F-38039","RURAL",2010,2420
"F-38039","RURAL",2000,2754
"F-38041","RURAL",2010,2477
"F-38041","RURAL",2000,2715
"F-38043","RURAL",2010,2435
"F-38043","RURAL",2000,2753
"F-38045","RURAL",2000,4701
"F-38045","RURAL",2010,4139
"F-38047","RURAL",2010,1990
"F-38047","RURAL",2000,2308
"F-38049","RURAL",2000,5987
"F-38049","RURAL",2010,5395
"F-38051","RURAL",2010,2809
"F-38051","RURAL",2000,3390
"F-38053","RURAL",2010,6360
"F-38053","RURAL",2000,5737
"F-38055","RURAL",2010,8962
"F-38055","RURAL",2000,9311
"F-38057","RURAL",2010,8424
"F-38057","RURAL",2000,8644
"F-38059","BISMARCK, ND",2000,25303
"F-38059","BISMARCK, ND",2010,27471
"F-38061","RURAL",2000,6631
"F-38061","RURAL",2010,7673
"F-38063","RURAL",2000,3715
"F-38063","RURAL",2010,3126
"F-38065","RURAL",2010,1846
"F-38065","RURAL",2000,2065
"F-38067","RURAL",2010,7413
"F-38067","RURAL",2000,8585
"F-38069","RURAL",2000,4675
"F-38069","RURAL",2010,4357
"F-38071","RURAL",2000,12066
"F-38071","RURAL",2010,11451
"F-38073","RURAL",2010,5457
"F-38073","RURAL",2000,5890
"F-38075","RURAL",2000,2610
"F-38075","RURAL",2010,2470
"F-38077","RURAL",2010,16321
"F-38077","RURAL",2000,17998
"F-38079","RURAL",2010,13937
"F-38079","RURAL",2000,13674
"F-38081","RURAL",2010,3829
"F-38081","RURAL",2000,4366
"F-38083","RURAL",2000,1710
"F-38083","RURAL",2010,1321
"F-38085","RURAL",2010,4153
"F-38085","RURAL",2000,4044
"F-38087","RURAL",2010,727
"F-38087","RURAL",2000,767
"F-38089","RURAL",2000,22636
"F-38089","RURAL",2010,24199
"F-38091","RURAL",2010,1975
"F-38091","RURAL",2000,2258
"F-38093","RURAL",2010,21100
"F-38093","RURAL",2000,21908
"F-38095","RURAL",2010,2246
"F-38095","RURAL",2000,2876
"F-38097","RURAL",2010,8121
"F-38097","RURAL",2000,8477
"F-38099","RURAL",2010,11119
"F-38099","RURAL",2000,12389
"F-38101","RURAL",2010,61675
"F-38101","RURAL",2000,58795
"F-38103","RURAL",2010,4207
"F-38103","RURAL",2000,5102
"F-38105","RURAL",2010,22398
"F-38105","RURAL",2000,19761
"F-39001","RURAL",2000,27330
"F-39001","RURAL",2010,28550
"F-39003","LIMA, OH",2010,106331
"F-39003","LIMA, OH",2000,108473
"F-39005","RURAL",2010,53139
"F-39005","RURAL",2000,52523
"F-39007","CLEVELAND, OH",2000,102728
"F-39007","CLEVELAND, OH",2010,101497
"F-39009","RURAL",2010,64757
"F-39009","RURAL",2000,62223
"F-39011","LIMA, OH",2000,46611
"F-39011","LIMA, OH",2010,45949
"F-39013","WHEELING, WV",2010,70400
"F-39013","WHEELING, WV",2000,70226
"F-39015","CINCINNATI, OH",2010,44846
"F-39015","CINCINNATI, OH",2000,42285
"F-39017","CINCINNATI, OH",2010,368130
"F-39017","CINCINNATI, OH",2000,332807
"F-39019","CANTON, OH",2010,28836
"F-39019","CANTON, OH",2000,28836
"F-39021","RURAL",2010,40097
"F-39021","RURAL",2000,38890
"F-39023","DAYTON, OH",2010,138333
"F-39023","DAYTON, OH",2000,144742
"F-39025","CINCINNATI, OH",2010,197363
"F-39025","CINCINNATI, OH",2000,177977
"F-39027","RURAL",2010,42040
"F-39027","RURAL",2000,40543
"F-39029","YOUNGSTOWN, OH",2010,107841
"F-39029","YOUNGSTOWN, OH",2000,112075
"F-39031","RURAL",2000,36655
"F-39031","RURAL",2010,36901
"F-39033","MANSFIELD, OH",2000,46966
"F-39033","MANSFIELD, OH",2010,43784
"F-39035","CLEVELAND, OH",2010,1280122
"F-39035","CLEVELAND, OH",2000,1393978
"F-39037","RURAL",2010,52959
"F-39037","RURAL",2000,53309
"F-39039","RURAL",2010,39037
"F-39039","RURAL",2000,39500
"F-39041","COLUMBUS, OH",2010,174214
"F-39041","COLUMBUS, OH",2000,109989
"F-39043","RURAL",2000,79551
"F-39043","RURAL",2010,77079
"F-39045","COLUMBUS, OH",2010,146156
"F-39045","COLUMBUS, OH",2000,122759
"F-39047","RURAL",2010,29030
"F-39047","RURAL",2000,28433
"F-39049","COLUMBUS, OH",2000,1068978
"F-39049","COLUMBUS, OH",2010,1163414
"F-39051","TOLEDO, OH",2010,42698
"F-39051","TOLEDO, OH",2000,42084
"F-39053","RURAL",2010,30934
"F-39053","RURAL",2000,31069
"F-39055","CLEVELAND, OH",2000,90895
"F-39055","CLEVELAND, OH",2010,93389
"F-39057","DAYTON, OH",2010,161573
"F-39057","DAYTON, OH",2000,147886
"F-39059","RURAL",2000,40792
"F-39059","RURAL",2010,40087
"F-39061","CINCINNATI, OH",2000,845303
"F-39061","CINCINNATI, OH",2010,802374
"F-39063","RURAL",2010,74782
"F-39063","RURAL",2000,71295
"F-39065","RURAL",2010,32058
"F-39065","RURAL",2000,31945
"F-39067","RURAL",2010,15864
"F-39067","RURAL",2000,15856
"F-39069","RURAL",2000,29210
"F-39069","RURAL",2010,28215
"F-39071","RURAL",2000,40875
"F-39071","RURAL",2010,43589
"F-39073","RURAL",2000,28241
"F-39073","RURAL",2010,29380
"F-39075","RURAL",2010,42366
"F-39075","RURAL",2000,38943
"F-39077","RURAL",2010,59626
"F-39077","RURAL",2000,59487
"F-39079","RURAL",2010,33225
"F-39079","RURAL",2000,32641
"F-39081","STEUBENVILLE, OH",2010,69709
"F-39081","STEUBENVILLE, OH",2000,73894
"F-39083","RURAL",2000,54500
"F-39083","RURAL",2010,60921
"F-39085","CLEVELAND, OH",2010,230041
"F-39085","CLEVELAND, OH",2000,227511
"F-39087","HUNTINGTON, WV",2010,62450
"F-39087","HUNTINGTON, WV",2000,62319
"F-39089","COLUMBUS, OH",2000,145491
"F-39089","COLUMBUS, OH",2010,166492
"F-39091","RURAL",2010,45858
"F-39091","RURAL",2000,46005
"F-39093","CLEVELAND, OH",2010,301356
"F-39093","CLEVELAND, OH",2000,284664
"F-39095","TOLEDO, OH",2000,455054
"F-39095","TOLEDO, OH",2010,441815
"F-39097","COLUMBUS, OH",2010,43435
"F-39097","COLUMBUS, OH",2000,40213
"F-39099","YOUNGSTOWN, OH",2010,238823
"F-39099","YOUNGSTOWN, OH",2000,257555
"F-39101","RURAL",2000,66217
"F-39101","RURAL",2010,66501
"F-39103","CLEVELAND, OH",2000,151095
"F-39103","CLEVELAND, OH",2010,172332
"F-39105","RURAL",2010,23770
"F-39105","RURAL",2000,23072
"F-39107","RURAL",2010,40814
"F-39107","RURAL",2000,40924
"F-39109","DAYTON, OH",2010,102506
"F-39109","DAYTON, OH",2000,98868
"F-39111","RURAL",2000,15180
"F-39111","RURAL",2010,14642
"F-39113","DAYTON, OH",2000,559062
"F-39113","DAYTON, OH",2010,535153
"F-39115","RURAL",2010,15054
"F-39115","RURAL",2000,14897
"F-39117","RURAL",2000,31628
"F-39117","RURAL",2010,34827
"F-39119","RURAL",2010,86074
"F-39119","RURAL",2000,84585
"F-39121","RURAL",2010,14645
"F-39121","RURAL",2000,14058
"F-39123","RURAL",2010,41428
"F-39123","RURAL",2000,40985
"F-39125","RURAL",2010,19614
"F-39125","RURAL",2000,20293
"F-39127","RURAL",2010,36058
"F-39127","RURAL",2000,34078
"F-39129","COLUMBUS, OH",2000,52727
"F-39129","COLUMBUS, OH",2010,55698
"F-39131","RURAL",2000,27695
"F-39131","RURAL",2010,28709
"F-39133","CLEVELAND, OH",2010,161419
"F-39133","CLEVELAND, OH",2000,152061
"F-39135","RURAL",2000,42337
"F-39135","RURAL",2010,42270
"F-39137","RURAL",2000,34726
"F-39137","RURAL",2010,34499
"F-39139","MANSFIELD, OH",2000,128852
"F-39139","MANSFIELD, OH",2010,124475
"F-39141","RURAL",2000,73345
"F-39141","RURAL",2010,78064
"F-39143","RURAL",2010,60944
"F-39143","RURAL",2000,61792
"F-39145","RURAL",2010,79499
"F-39145","RURAL",2000,79195
"F-39147","RURAL",2010,56745
"F-39147","RURAL",2000,58683
"F-39149","RURAL",2000,47910
"F-39149","RURAL",2010,49423
"F-39151","CANTON, OH",2010,375586
"F-39151","CANTON, OH",2000,378098
"F-39153","CLEVELAND, OH",2010,541781
"F-39153","CLEVELAND, OH",2000,542899
"F-39155","YOUNGSTOWN, OH",2000,225116
"F-39155","YOUNGSTOWN, OH",2010,210312
"F-39157","RURAL",2010,92582
"F-39157","RURAL",2000,90914
"F-39159","RURAL",2010,52300
"F-39159","RURAL",2000,40909
"F-39161","RURAL",2010,28744
"F-39161","RURAL",2000,29659
"F-39163","RURAL",2000,12806
"F-39163","RURAL",2010,13435
"F-39165","CINCINNATI, OH",2010,212693
"F-39165","CINCINNATI, OH",2000,158383
"F-39167","PARKERSBURG, WV",2000,63251
"F-39167","PARKERSBURG, WV",2010,61778
"F-39169","RURAL",2000,111564
"F-39169","RURAL",2010,114520
"F-39171","RURAL",2000,39188
"F-39171","RURAL",2010,37642
"F-39173","TOLEDO, OH",2010,125488
"F-39173","TOLEDO, OH",2000,121065
"F-39175","RURAL",2000,22908
"F-39175","RURAL",2010,22615
"F-40001","RURAL",2010,22683
"F-40001","RURAL",2000,21038
"F-40003","RURAL",2000,6105
"F-40003","RURAL",2010,5642
"F-40005","RURAL",2010,14182
"F-40005","RURAL",2000,13879
"F-40007","RURAL",2010,5636
"F-40007","RURAL",2000,5857
"F-40009","RURAL",2000,19799
"F-40009","RURAL",2010,22119
"F-40011","RURAL",2010,11943
"F-40011","RURAL",2000,11976
"F-40013","RURAL",2000,36534
"F-40013","RURAL",2010,42416
"F-40015","RURAL",2000,30150
"F-40015","RURAL",2010,29600
"F-40017","OKLAHOMA CITY, OK",2010,115541
"F-40017","OKLAHOMA CITY, OK",2000,87697
"F-40019","RURAL",2010,47557
"F-40019","RURAL",2000,45621
"F-40021","RURAL",2010,46987
"F-40021","RURAL",2000,42521
"F-40023","RURAL",2010,15205
"F-40023","RURAL",2000,15342
"F-40025","RURAL",2000,3148
"F-40025","RURAL",2010,2475
"F-40027","OKLAHOMA CITY, OK",2000,208016
"F-40027","OKLAHOMA CITY, OK",2010,255755
"F-40029","RURAL",2000,6031
"F-40029","RURAL",2010,5925
"F-40031","LAWTON, OK",2010,124098
"F-40031","LAWTON, OK",2000,114996
"F-40033","RURAL",2000,6614
"F-40033","RURAL",2010,6193
"F-40035","RURAL",2010,15029
"F-40035","RURAL",2000,14950
"F-40037","TULSA, OK",2010,69967
"F-40037","TULSA, OK",2000,67367
"F-40039","RURAL",2000,26142
"F-40039","RURAL",2010,27469
"F-40041","RURAL",2010,41487
"F-40041","RURAL",2000,37077
"F-40043","RURAL",2000,4743
"F-40043","RURAL",2010,4810
"F-40045","RURAL",2000,4075
"F-40045","RURAL",2010,4151
"F-40047","ENID, OK",2000,57813
"F-40047","ENID, OK",2010,60580
"F-40049","RURAL",2010,27576
"F-40049","RURAL",2000,27210
"F-40051","RURAL",2010,52431
"F-40051","RURAL",2000,45516
"F-40053","RURAL",2010,4527
"F-40053","RURAL",2000,5144
"F-40055","RURAL",2000,6061
"F-40055","RURAL",2010,6239
"F-40057","RURAL",2010,2922
"F-40057","RURAL",2000,3283
"F-40059","RURAL",2010,3685
"F-40059","RURAL",2000,3562
"F-40061","RURAL",2010,12769
"F-40061","RURAL",2000,11792
"F-40063","RURAL",2000,14154
"F-40063","RURAL",2010,14003
"F-40065","RURAL",2010,26446
"F-40065","RURAL",2000,28439
"F-40067","RURAL",2010,6472
"F-40067","RURAL",2000,6818
"F-40069","RURAL",2000,10513
"F-40069","RURAL",2010,10957
"F-40071","RURAL",2000,48080
"F-40071","RURAL",2010,46562
"F-40073","RURAL",2000,13926
"F-40073","RURAL",2010,15034
"F-40075","RURAL",2010,9446
"F-40075","RURAL",2000,10227
"F-40077","RURAL",2010,11154
"F-40077","RURAL",2000,10692
"F-40079","RURAL",2010,50384
"F-40079","RURAL",2000,48109
"F-40081","RURAL",2000,32080
"F-40081","RURAL",2010,34273
"F-40083","OKLAHOMA CITY, OK",2000,33924
"F-40083","OKLAHOMA CITY, OK",2010,41848
"F-40085","RURAL",2010,9423
"F-40085","RURAL",2000,8831
"F-40087","OKLAHOMA CITY, OK",2010,34506
"F-40087","OKLAHOMA CITY, OK",2000,27740
"F-40089","RURAL",2010,33151
"F-40089","RURAL",2000,34402
"F-40091","RURAL",2010,20252
"F-40091","RURAL",2000,19456
"F-40093","RURAL",2000,7545
"F-40093","RURAL",2010,7527
"F-40095","RURAL",2000,13184
"F-40095","RURAL",2010,15840
"F-40097","RURAL",2010,41259
"F-40097","RURAL",2000,38369
"F-40099","RURAL",2010,13488
"F-40099","RURAL",2000,12623
"F-40101","RURAL",2000,69451
"F-40101","RURAL",2010,70990
"F-40103","RURAL",2000,11411
"F-40103","RURAL",2010,11561
"F-40105","RURAL",2010,10536
"F-40105","RURAL",2000,10569
"F-40107","RURAL",2000,11814
"F-40107","RURAL",2010,12191
"F-40109","OKLAHOMA CITY, OK",2000,660448
"F-40109","OKLAHOMA CITY, OK",2010,718633
"F-40111","RURAL",2010,40069
"F-40111","RURAL",2000,39685
"F-40113","TULSA, OK",2000,44437
"F-40113","TULSA, OK",2010,47472
"F-40115","RURAL",2010,31848
"F-40115","RURAL",2000,33194
"F-40117","RURAL",2010,16577
"F-40117","RURAL",2000,16612
"F-40119","RURAL",2010,77350
"F-40119","RURAL",2000,68190
"F-40121","RURAL",2010,45837
"F-40121","RURAL",2000,43953
"F-40123","RURAL",2000,35143
"F-40123","RURAL",2010,37492
"F-40125","OKLAHOMA CITY, OK",2010,69442
"F-40125","OKLAHOMA CITY, OK",2000,65521
"F-40127","RURAL",2000,11667
"F-40127","RURAL",2010,11572
"F-40129","RURAL",2010,3647
"F-40129","RURAL",2000,3436
"F-40131","TULSA, OK",2000,70641
"F-40131","TULSA, OK",2010,86905
"F-40133","RURAL",2010,25482
"F-40133","RURAL",2000,24894
"F-40135","FORT SMITH, AR",2000,38972
"F-40135","FORT SMITH, AR",2010,42391
"F-40137","RURAL",2010,45048
"F-40137","RURAL",2000,43182
"F-40139","RURAL",2010,20640
"F-40139","RURAL",2000,20107
"F-40141","RURAL",2000,9287
"F-40141","RURAL",2010,7992
"F-40143","TULSA, OK",2000,563299
"F-40143","TULSA, OK",2010,603403
"F-40145","TULSA, OK",2000,57491
"F-40145","TULSA, OK",2010,73085
"F-40147","RURAL",2010,50976
"F-40147","RURAL",2000,48996
"F-40149","RURAL",2000,11508
"F-40149","RURAL",2010,11629
"F-40151","RURAL",2010,8878
"F-40151","RURAL",2000,9089
"F-40153","RURAL",2010,20081
"F-40153","RURAL",2000,18486
"F-41001","RURAL",2010,16134
"F-41001","RURAL",2000,16741
"F-41003","RURAL",2000,78153
"F-41003","RURAL",2010,85579
"F-41005","PORTLAND, OR",2010,375992
"F-41005","PORTLAND, OR",2000,338391
"F-41007","RURAL",2010,37039
"F-41007","RURAL",2000,35630
"F-41009","PORTLAND, OR",2000,43560
"F-41009","PORTLAND, OR",2010,49351
"F-41011","RURAL",2010,63043
"F-41011","RURAL",2000,62779
"F-41013","RURAL",2010,20978
"F-41013","RURAL",2000,19182
"F-41015","RURAL",2000,21137
"F-41015","RURAL",2010,22364
"F-41017","RURAL",2000,115367
"F-41017","RURAL",2010,157733
"F-41019","RURAL",2000,100399
"F-41019","RURAL",2010,107667
"F-41021","RURAL",2000,1915
"F-41021","RURAL",2010,1871
"F-41023","RURAL",2010,7445
"F-41023","RURAL",2000,7935
"F-41025","RURAL",2010,7422
"F-41025","RURAL",2000,7609
"F-41027","RURAL",2010,22346
"F-41027","RURAL",2000,20411
"F-41029","MEDFORD, OR",2000,181269
"F-41029","MEDFORD, OR",2010,203206
"F-41031","RURAL",2010,21720
"F-41031","RURAL",2000,19009
"F-41033","RURAL",2010,82713
"F-41033","RURAL",2000,75726
"F-41035","RURAL",2010,66380
"F-41035","RURAL",2000,63775
"F-41037","RURAL",2000,7422
"F-41037","RURAL",2010,7895
"F-41039","EUGENE, OR",2010,351715
"F-41039","EUGENE, OR",2000,322959
"F-41041","RURAL",2000,44479
"F-41041","RURAL",2010,46034
"F-41043","RURAL",2000,103069
"F-41043","RURAL",2010,116672
"F-41045","RURAL",2010,31313
"F-41045","RURAL",2000,31615
"F-41047","PORTLAND, OR",2010,315335
"F-41047","PORTLAND, OR",2000,284834
"F-41049","RURAL",2000,10995
"F-41049","RURAL",2010,11173
"F-41051","PORTLAND, OR",2010,735334
"F-41051","PORTLAND, OR",2000,660486
"F-41053","PORTLAND, OR",2010,75403
"F-41053","PORTLAND, OR",2000,62380
"F-41055","RURAL",2000,1934
"F-41055","RURAL",2010,1765
"F-41057","RURAL",2010,25250
"F-41057","RURAL",2000,24262
"F-41059","RURAL",2010,75889
"F-41059","RURAL",2000,70548
"F-41061","RURAL",2010,25748
"F-41061","RURAL",2000,24530
"F-41063","RURAL",2000,7226
"F-41063","RURAL",2010,7008
"F-41065","RURAL",2010,25213
"F-41065","RURAL",2000,23791
"F-41067","PORTLAND, OR",2010,529710
"F-41067","PORTLAND, OR",2000,445342
"F-41069","RURAL",2000,1547
"F-41069","RURAL",2010,1441
"F-41071","PORTLAND, OR",2010,99193
"F-41071","PORTLAND, OR",2000,84992
"F-42001","RURAL",2010,101407
"F-42001","RURAL",2000,91292
"F-42003","PITTSBURGH, PA",2010,1223348
"F-42003","PITTSBURGH, PA",2000,1281666
"F-42005","RURAL",2010,68941
"F-42005","RURAL",2000,72392
"F-42007","PITTSBURGH, PA",2010,170539
"F-42007","PITTSBURGH, PA",2000,181412
"F-42009","RURAL",2010,49762
"F-42009","RURAL",2000,49984
"F-42011","READING, PA",2000,373638
"F-42011","READING, PA",2010,411442
"F-42013","ALTOONA, PA",2010,127089
"F-42013","ALTOONA, PA",2000,129144
"F-42015","RURAL",2010,62622
"F-42015","RURAL",2000,62761
"F-42017","PHILADELPHIA, PA",2000,597635
"F-42017","PHILADELPHIA, PA",2010,625249
"F-42019","PITTSBURGH, PA",2000,174083
"F-42019","PITTSBURGH, PA",2010,183862
"F-42021","JOHNSTOWN, PA",2000,152598
"F-42021","JOHNSTOWN, PA",2010,143679
"F-42023","RURAL",2010,5085
"F-42023","RURAL",2000,5974
"F-42025","ALLENTOWN, PA",2000,58802
"F-42025","ALLENTOWN, PA",2010,65249
"F-42027","STATE COLLEGE, PA",2010,153990
"F-42027","STATE COLLEGE, PA",2000,135758
"F-42029","PHILADELPHIA, PA",2010,498886
"F-42029","PHILADELPHIA, PA",2000,433501
"F-42031","RURAL",2000,41765
"F-42031","RURAL",2010,39988
"F-42033","RURAL",2000,83382
"F-42033","RURAL",2010,81642
"F-42035","RURAL",2010,39238
"F-42035","RURAL",2000,37914
"F-42037","SCRANTON, PA",2010,67295
"F-42037","SCRANTON, PA",2000,64151
"F-42039","RURAL",2010,88765
"F-42039","RURAL",2000,90366
"F-42041","HARRISBURG, PA",2010,235406
"F-42041","HARRISBURG, PA",2000,213674
"F-42043","HARRISBURG, PA",2000,251798
"F-42043","HARRISBURG, PA",2010,268100
"F-42045","PHILADELPHIA, PA",2010,558979
"F-42045","PHILADELPHIA, PA",2000,550864
"F-42047","RURAL",2000,35112
"F-42047","RURAL",2010,31946
"F-42049","ERIE, PA",2010,280566
"F-42049","ERIE, PA",2000,280843
"F-42051","PITTSBURGH, PA",2000,148644
"F-42051","PITTSBURGH, PA",2010,136606
"F-42053","RURAL",2000,4946
"F-42053","RURAL",2010,7716
"F-42055","RURAL",2010,149618
"F-42055","RURAL",2000,129313
"F-42057","RURAL",2010,14845
"F-42057","RURAL",2000,14261
"F-42059","RURAL",2000,40672
"F-42059","RURAL",2010,38686
"F-42061","RURAL",2010,45913
"F-42061","RURAL",2000,45586
"F-42063","RURAL",2010,88880
"F-42063","RURAL",2000,89605
"F-42065","RURAL",2010,45200
"F-42065","RURAL",2000,45932
"F-42067","RURAL",2010,24636
"F-42067","RURAL",2000,22821
"F-42069","SCRANTON, PA",2010,214437
"F-42069","SCRANTON, PA",2000,213295
"F-42071","LANCASTER, PA",2010,519445
"F-42071","LANCASTER, PA",2000,470658
